word,conversion,chain length
CHOPPER,SHOPPER,1
CHOPPER,CROPPER,1
CHOPPER,CHIPPER,1
DANAITE,DANAIDE,1
UNNERVE,INNERVE,1
BRINGER,CRINGER,1
STUBBLE,STUBBLY,1
STILLER,SPILLER,1
STILLER,SWILLER,1
STILLER,STALLER,1
STILLER,STELLER,1
STILLER,STIFLER,1
DESCENT,DESCEND,1
MENIVER,MINIVER,1
SMITHER,SLITHER,1
DESCEND,DESPEND,1
RECLOSE,RECLUSE,1
EGOMISM,EGOTISM,1
OUTPORT,OUTPART,1
YIELDER,FIELDER,1
YIELDER,WIELDER,1
EXTRUCT,EXTRACT,1
CIRRHUS,CIRROUS,1
BLESSED,BLESSER,1
CONDONE,CONDOLE,1
REGRANT,REGRAFT,1
OUTWING,OUTRING,1
OUTWING,OUTSING,1
OUTWING,OUTWIND,1
SPILLER,SWILLER,1
SPILLER,SPULLER,1
SPILLER,SPILTER,1
CRUPPER,CROPPER,1
BEDWARD,BEDWARF,1
APLASIA,APLYSIA,1
DECOYER,DECAYER,1
TRINKLE,CRINKLE,1
TRINKLE,WRINKLE,1
TRINKLE,TRICKLE,1
TRINKLE,TRINDLE,1
TRINKLE,TRINGLE,1
INGORGE,ENGORGE,1
CHANTER,CHARTER,1
CHANTER,CHATTER,1
CHANTER,CHANTOR,1
CHANTER,CHANTEY,1
CAMPING,LAMPING,1
CAMPING,CARPING,1
WHIRLER,WHORLER,1
TASTILY,NASTILY,1
AVOCATE,EVOCATE,1
AVOCATE,AVOLATE,1
SEA-EAR,SEA-BAR,1
DETRACT,RETRACT,1
DETRACT,DETRECT,1
CONTEND,CONTENT,1
WIELDER,FIELDER,1
PERPEND,PERBEND,1
BRUTISH,BRITISH,1
INHERSE,INVERSE,1
SPINOSE,SPICOSE,1
RESIEGE,BESIEGE,1
TRINDLE,BRINDLE,1
TRINDLE,GRINDLE,1
TRINDLE,TRENDLE,1
TRINDLE,TRINGLE,1
SWARDED,SHARDED,1
SWARDED,SWORDED,1
BOWELED,VOWELED,1
VENTRAD,VENTRAL,1
FUEGIAN,FUNGIAN,1
BUSTARD,CUSTARD,1
BUSTARD,GUSTARD,1
BUSTARD,MUSTARD,1
BUSTARD,BASTARD,1
BLATTER,CLATTER,1
BLATTER,FLATTER,1
BLATTER,PLATTER,1
BLATTER,SLATTER,1
BLATTER,BLOTTER,1
BLATTER,BLASTER,1
BLATTER,BLATHER,1
SHELLER,STELLER,1
SHELLER,SHELTER,1
SHELLER,SHELLED,1
ABUTTAL,ABETTAL,1
AMNESIA,AMNESIC,1
THEREIN,THEREON,1
BRETFUL,FRETFUL,1
JOYANCE,NOYANCE,1
JOYANCE,JOYANCY,1
INBURST,INBURNT,1
TERPENE,TERRENE,1
RAMBLER,GAMBLER,1
RAMBLER,RUMBLER,1
RAMBLER,RABBLER,1
RAMBLER,RAMPLER,1
SAVABLE,SALABLE,1
SAVABLE,SANABLE,1
OUTPACE,OUTFACE,1
PLUMBER,CLUMBER,1
PLUMBER,SLUMBER,1
PLUMBER,PLUMPER,1
PERRIER,FERRIER,1
PERRIER,TERRIER,1
PURPURE,PURPURA,1
FIRRING,FURRING,1
AIDLESS,LIDLESS,1
AIDLESS,AIMLESS,1
AIDLESS,AIRLESS,1
AIDLESS,AISLESS,1
BLUSTER,CLUSTER,1
BLUSTER,BLASTER,1
BLUSTER,BLISTER,1
BLUSTER,BLUSHER,1
COGNATE,CONNATE,1
COGNATE,COGNATI,1
MISBODE,MISBEDE,1
SEXTILE,TEXTILE,1
SEXTILE,SECTILE,1
MIDWIVE,MIDWIFE,1
-GEROUS,-FEROUS,1
-GEROUS,-GENOUS,1
WAGGERY,JAGGERY,1
BATABLE,DATABLE,1
BATABLE,EATABLE,1
BATABLE,HATABLE,1
PENFISH,PELFISH,1
REGREDE,REGRADE,1
HEINOUS,VEINOUS,1
MOONISH,MOODISH,1
MOONISH,MOORISH,1
AMOROSA,APOROSA,1
AMOROSA,AMOROSO,1
SMICKET,SMICKER,1
SMICKER,SLICKER,1
SMICKER,SNICKER,1
SMICKER,STICKER,1
VACCINE,VACCINA,1
MALTOSE,MALTESE,1
SKILDER,SKELDER,1
INVITER,INCITER,1
INVITER,INDITER,1
TORTION,TORSION,1
DOOMAGE,ROOMAGE,1
SHEERLY,CHEERLY,1
SHEERLY,SHEENLY,1
LOADING,LEADING,1
HAMMOCK,CAMMOCK,1
HAMMOCK,MAMMOCK,1
HAMMOCK,HOMMOCK,1
ARENOSE,ADENOSE,1
SPICOUS,SPITOUS,1
BULLOCK,MULLOCK,1
FOINERY,JOINERY,1
BRAWNER,BRAWLER,1
BRAWNER,BRAWNED,1
MIXEDLY,FIXEDLY,1
LOOSISH,GOOSISH,1
COWHAGE,COUHAGE,1
ELLIPSE,ECLIPSE,1
SHUDDER,SHEDDER,1
LAMPRON,LAMPOON,1
BESTICK,BEDTICK,1
BESTICK,BESTUCK,1
BONDMAN,BORDMAN,1
PROTEND,PROPEND,1
PROTEND,PROVEND,1
PROTEND,PROTEID,1
WREAKER,BREAKER,1
WREAKER,WREAKEN,1
BILTONG,BULTONG,1
OVERLAY,OVERPAY,1
OVERLAY,OVERSAY,1
OVERLAY,OVERLAP,1
HAULAGE,HALLAGE,1
QUASSIN,QUASSIA,1
SIMILAR,SIMULAR,1
SIMILAR,SIMILOR,1
STRATUS,STRATUM,1
NIBBLER,DIBBLER,1
NIBBLER,NOBBLER,1
TRIACLE,TREACLE,1
TRIACLE,TRIABLE,1
MUDWORT,MADWORT,1
MUDWORT,MUGWORT,1
WICKING,NICKING,1
WICKING,PICKING,1
WICKING,TICKING,1
MANLING,EANLING,1
MANLING,TANLING,1
MANLING,MAILING,1
MANLING,MAULING,1
UNBOWEL,UNBOWED,1
CURSIVE,PURSIVE,1
NEONISM,PEONISM,1
ACOLOGY,APOLOGY,1
VERNANT,VERSANT,1
STEMSON,STEPSON,1
SPOUSAL,SPONSAL,1
CHARNEL,CHANNEL,1
CHARNEL,CHARMEL,1
PORTATE,PORCATE,1
PORTATE,PORTACE,1
PORTATE,PORTAGE,1
IMMERGE,IMMERSE,1
PROLATE,PRELATE,1
PROLATE,PROBATE,1
PROLATE,PRONATE,1
PROLATE,PRORATE,1
PALMITE,PALMATE,1
APERTLY,ALERTLY,1
CATERER,WATERER,1
CATERER,CAPERER,1
BOGGLER,GOGGLER,1
UNSAINT,UNPAINT,1
BELIGHT,DELIGHT,1
BELIGHT,RELIGHT,1
BELIGHT,BEDIGHT,1
BELIGHT,BEHIGHT,1
LAGGING,BAGGING,1
LAGGING,FAGGING,1
LAGGING,NAGGING,1
LAGGING,SAGGING,1
LAGGING,LEGGING,1
LAGGING,LOGGING,1
GARNISH,TARNISH,1
GOZZARD,GIZZARD,1
ESTRICH,OSTRICH,1
STACKET,SNACKET,1
PLUNGER,BLUNGER,1
PLUNGER,PLUGGER,1
SPATHAL,SPATIAL,1
REVERER,REVELER,1
DULCIFY,DUNCIFY,1
TANNING,VANNING,1
TANNING,TANLING,1
CORONET,CORONEL,1
CORONET,CORONER,1
COUCHEE,VOUCHEE,1
COUCHEE,COACHEE,1
COUCHEE,COUCHED,1
COUCHEE,COUCHER,1
MISRULE,MISRULY,1
MISRULY,DISRULY,1
LABROSE,LABIOSE,1
QUESTER,QUESTOR,1
MENTION,MENAION,1
MERSION,VERSION,1
CILIARY,BILIARY,1
CILIARY,MILIARY,1
PARADOX,PARADOS,1
RHEMISH,RHENISH,1
SCALPER,SCAMPER,1
SCALPER,SCAUPER,1
SCALPER,SCALDER,1
SCALPER,SCALPEL,1
EXTANCE,EXTANCY,1
FORLORE,FORBORE,1
UNITION,INITION,1
WETTISH,LETTISH,1
WETTISH,TETTISH,1
APTABLE,OPTABLE,1
APTABLE,ACTABLE,1
STOCKER,STICKER,1
SKALDIC,SCALDIC,1
KERASIN,CERASIN,1
KERASIN,KERATIN,1
RIDOTTO,RISOTTO,1
HAUNTER,DAUNTER,1
HAUNTER,SAUNTER,1
HAUNTER,TAUNTER,1
HAUNTER,VAUNTER,1
HAUNTER,HAUNTED,1
ENCLOUD,INCLOUD,1
ENCLOUD,UNCLOUD,1
BISTORT,DISTORT,1
GAMBIST,CAMBIST,1
FRISLET,FRISKET,1
COLDISH,COLLISH,1
COLDISH,COLTISH,1
DERRING,HERRING,1
DISCARD,DISCORD,1
KNARLED,GNARLED,1
KNARLED,KNARRED,1
LIGATOR,LEGATOR,1
WIGGLER,GIGGLER,1
WIGGLER,HIGGLER,1
WIGGLER,NIGGLER,1
OXALITE,OXALATE,1
OXALITE,OXALINE,1
PINHOLD,PINFOLD,1
BINOCLE,PINOCLE,1
BLOATED,BLOATER,1
DETINUE,RETINUE,1
PELORIA,PELORIC,1
CONDEMN,CONTEMN,1
PUTRIFY,PUTREFY,1
MARINED,MARINER,1
REGRAFT,REDRAFT,1
TUBULAR,TABULAR,1
TUBULAR,TUMULAR,1
PELORIC,PYLORIC,1
SUBJECT,SUBNECT,1
CONDITE,CANDITE,1
CONDITE,CONCITE,1
DECENCE,DEFENCE,1
RABIOUS,RUBIOUS,1
RABIOUS,RAGIOUS,1
PRIVITY,PRAVITY,1
PRIVITY,PRIMITY,1
PRIVITY,PRIVILY,1
DIDONIA,VIDONIA,1
SEWSTER,SEMSTER,1
AGGRACE,AGGRADE,1
AGGRACE,AGGRATE,1
CODILLA,CEDILLA,1
CODILLA,CODILLE,1
DATABLE,EATABLE,1
DATABLE,HATABLE,1
ANDROUS,ANUROUS,1
PLEXURE,FLEXURE,1
TATTLER,RATTLER,1
GRAFTER,CRAFTER,1
GRAFTER,GRAFFER,1
SWAGGER,TWAGGER,1
SWAGGER,STAGGER,1
PALAVER,PAPAVER,1
DROWNER,CROWNER,1
DEFENSE,DEFENCE,1
COPPERY,COOPERY,1
TRIABLE,FRIABLE,1
TRIABLE,TRIBBLE,1
DEFIANT,DEVIANT,1
PINCHEM,PINCHER,1
SOPPING,HOPPING,1
SOPPING,LOPPING,1
SOPPING,POPPING,1
SOPPING,TOPPING,1
KHAMSIN,CHAMSIN,1
GRATING,GRADING,1
GRATING,GRAVING,1
STIPPLE,STOPPLE,1
STIPPLE,STIPULE,1
BROADEN,BREADEN,1
INFLECT,INFLICT,1
KYANIZE,KYANITE,1
ESTREAT,ENTREAT,1
ESTREAT,EXTREAT,1
RETINIC,RESINIC,1
ENFORCE,EFFORCE,1
PANDOOR,PANDOUR,1
NETTING,NUTTING,1
VIDONIA,VIGONIA,1
BILCOCK,BIBCOCK,1
CHILEAN,CHILIAN,1
HOLIDAM,HOLIDAY,1
LITHATE,LITUATE,1
GODLING,CODLING,1
GODLING,GADLING,1
KILTING,KILLING,1
SHITTLE,WHITTLE,1
SHITTLE,SKITTLE,1
SHITTLE,SMITTLE,1
SHITTLE,SPITTLE,1
SHITTLE,SHUTTLE,1
APSIDES,APHIDES,1
TWISTED,TWISTER,1
ROMANCE,ROMANCY,1
LOZENGY,LOZENGE,1
APTERAL,APTERAN,1
CRANIUM,URANIUM,1
ELOHIST,ELOGIST,1
REGRESS,NEGRESS,1
REGRESS,REDRESS,1
REGRESS,REPRESS,1
TANLING,EANLING,1
TANLING,TABLING,1
TANLING,TAILING,1
UNDIGHT,UNRIGHT,1
UNDIGHT,UNSIGHT,1
MORPION,MORPHON,1
ENSTATE,INSTATE,1
ENSTATE,UNSTATE,1
DEBOUCH,DEBAUCH,1
PERSISM,PERSIST,1
NEEDILY,NEEDSLY,1
PROWLER,GROWLER,1
PROWLER,PROLLER,1
LATENCY,LATENCE,1
BRIMMER,TRIMMER,1
QUINTIC,QUANTIC,1
QUINTIC,QUINTIN,1
QUINTIN,QUINTAN,1
CROCKET,BROCKET,1
CROCKET,CRICKET,1
CROCKET,CROCHET,1
CROCKET,CROCKER,1
DALLIER,HALLIER,1
DALLIER,RALLIER,1
DALLIER,TALLIER,1
MOCKAGE,DOCKAGE,1
WHORLED,WHORLER,1
CRACKLE,CRANKLE,1
LISTFUL,MISTFUL,1
GALLIOT,GALLEOT,1
HEAVILY,HEADILY,1
FUTTOCK,BUTTOCK,1
FUTTOCK,PUTTOCK,1
LUBBARD,LIBBARD,1
VENALLY,PENALLY,1
DISYOKE,MISYOKE,1
SPADDLE,SKADDLE,1
SPADDLE,SWADDLE,1
HEARSAY,HEARSAL,1
STATELY,STAGELY,1
SNAGGED,KNAGGED,1
SNAGGED,SHAGGED,1
DUNCISH,DUNFISH,1
DUNCISH,DUNNISH,1
OUTROOM,OUTROOT,1
OUTROOT,OUTFOOT,1
SKIMMER,SHIMMER,1
SKIMMER,SWIMMER,1
MOUTHER,SOUTHER,1
MOUTHER,MAUTHER,1
MOUTHER,MOITHER,1
LANGATE,LANIATE,1
DOORING,MOORING,1
SCRANNY,SCRAWNY,1
SCRANNY,SCRANKY,1
UPSTART,UPSTARE,1
PENDICE,PENTICE,1
CITRATE,NITRATE,1
CITRATE,TITRATE,1
CITRATE,CIRRATE,1
BESPURT,BESPIRT,1
CORKAGE,CORDAGE,1
CORKAGE,CORNAGE,1
CORKAGE,CORSAGE,1
CAROMEL,CALOMEL,1
CAROMEL,CARAMEL,1
MASSIVE,PASSIVE,1
BALANCE,VALANCE,1
SUCTION,AUCTION,1
SUCTION,DUCTION,1
SUCTION,RUCTION,1
SUCTION,SECTION,1
SPOTTED,SHOTTED,1
SPOTTED,SLOTTED,1
SPOTTED,SPITTED,1
SPOTTED,SPOTTER,1
EQUALLY,SQUALLY,1
EQUALLY,EQUABLY,1
VERNIER,DERNIER,1
CHOWTER,CHOWDER,1
SPOTTER,SNOTTER,1
SPOTTER,SPATTER,1
SPOTTER,SPITTER,1
SPOTTER,SPUTTER,1
SPOTTER,SPORTER,1
SPOTTER,SPOUTER,1
MENTHOL,MENTHYL,1
PRIDIAN,IRIDIAN,1
KYANITE,CYANITE,1
CONDUIT,CONDUCT,1
DESMINE,DESTINE,1
MIXABLE,FIXABLE,1
MIXABLE,MINABLE,1
MIXABLE,MIRABLE,1
UNHOPED,UNHOSED,1
ENCHEST,INCHEST,1
SALIQUE,SILIQUE,1
COGGERY,HOGGERY,1
COGGERY,TOGGERY,1
YTTRIUM,ITTRIUM,1
EGOTIST,EGOTISM,1
ACCURSE,OCCURSE,1
CHIPPER,SHIPPER,1
CHIPPER,WHIPPER,1
CHIPPER,CLIPPER,1
CHIPPER,CHIRPER,1
BATHING,LATHING,1
VOIVODE,VAIVODE,1
WELCOME,WELSOME,1
EXCRETE,EXCRETA,1
MINIMUM,MINIMUS,1
CONNOTE,CONNATE,1
UNCARED,UNEARED,1
CHAMLET,CHAPLET,1
POMPION,TOMPION,1
POMPION,PUMPION,1
AMMONIA,AMMONIC,1
REDNESS,REDRESS,1
CORVINE,CERVINE,1
PLUGGER,SLUGGER,1
ENWHEEL,INWHEEL,1
OUTSIDE,OUTRIDE,1
BOILARY,BOILERY,1
PYTHIAD,PYTHIAN,1
LUSKISH,DUSKISH,1
CONCEPT,CONCEIT,1
CONCEPT,CONCENT,1
CONCEPT,CONCERT,1
STERNER,STERNED,1
TAMPION,CAMPION,1
TAMPION,RAMPION,1
TAMPION,TOMPION,1
TAMPION,TAMPEON,1
TAMPION,TAMPOON,1
THOUGHT,THAUGHT,1
INCLASP,ENCLASP,1
INCLASP,UNCLASP,1
BANDORE,MANDORE,1
BANDORE,PANDORE,1
PURGING,PUGGING,1
PURGING,PURLING,1
GRAVING,BRAVING,1
GRAVING,CRAVING,1
GRAVING,GRADING,1
PEGASUS,PETASUS,1
WHITILE,WHETILE,1
WHITILE,WHITTLE,1
HOLIBUT,HALIBUT,1
INTREAT,ENTREAT,1
INTREAT,INGREAT,1
KREATIN,CREATIN,1
KREATIN,KREATIC,1
KREATIC,CREATIC,1
COMPORT,COMFORT,1
COMPORT,COMPART,1
COMPORT,COMPOST,1
AMARINE,ACARINE,1
INGRAFF,ENGRAFF,1
SLABBER,BLABBER,1
SLABBER,CLABBER,1
SLABBER,STABBER,1
SLABBER,SWABBER,1
SLABBER,SLIBBER,1
SLABBER,SLOBBER,1
SLABBER,SLUBBER,1
SPURTLE,SPIRTLE,1
STYGIAL,STYGIAN,1
SCOMBER,SCUMBER,1
BOARISH,GOARISH,1
BOARISH,BEARISH,1
BOARISH,BOORISH,1
LOUTISH,ROUTISH,1
WAXBILL,WAYBILL,1
MOLASSE,MOLOSSE,1
TORQUES,TORQUED,1
PLANARY,PLENARY,1
REMIPED,SEMIPED,1
REMIPED,RETIPED,1
TURPETH,TURBETH,1
BANDAGE,BONDAGE,1
SPINULE,SPICULE,1
SPINULE,SPINDLE,1
WARMING,FARMING,1
WARMING,WARLING,1
WARMING,WARNING,1
GRAVELY,GRADELY,1
GRAVELY,GRAVERY,1
STOPPER,SHOPPER,1
STOPPER,STEPPER,1
STOPPER,STOOPER,1
STOPPER,STOPPED,1
BESTREW,BESHREW,1
STOPPED,STEPPED,1
PYRURIC,PYRUVIC,1
GRENADE,GRENADO,1
SLATTER,CLATTER,1
SLATTER,FLATTER,1
SLATTER,PLATTER,1
SLATTER,SCATTER,1
SLATTER,SHATTER,1
SLATTER,SMATTER,1
SLATTER,SPATTER,1
SLATTER,SLITTER,1
DOWERED,TOWERED,1
FORAYER,FORAGER,1
LATERAD,LATERED,1
LATERAD,LATERAL,1
LATERAD,LATERAN,1
LATERAL,LITERAL,1
LATERAL,LATERAN,1
COMRADE,CORRADE,1
WAIMENT,WAYMENT,1
WEATHER,FEATHER,1
WEATHER,HEATHER,1
WEATHER,LEATHER,1
BLINDER,BLENDER,1
BLINDER,BLINKER,1
DECRIER,DECREER,1
SONNISH,TONNISH,1
SONNISH,SONGISH,1
ETACISM,ITACISM,1
ETACISM,ETACIST,1
ETACIST,ITACIST,1
COMBINE,COMBING,1
COMBING,COBBING,1
URAEMIA,URAEMIC,1
TOYSOME,JOYSOME,1
JALAPIN,JALAPIC,1
CRIMPER,CRISPER,1
UNSTILL,INSTILL,1
UNSTILL,UNSKILL,1
JOLLITY,JOLLILY,1
SENSIVE,TENSIVE,1
TROOPER,DROOPER,1
TROOPER,GROOPER,1
GUNNING,RUNNING,1
GUNNING,GINNING,1
FLACKET,FLACKER,1
BEARING,GEARING,1
BEARING,WEARING,1
BEARING,BEADING,1
BEARING,BEAMING,1
BEARING,BEATING,1
WAYWORN,WARWORN,1
BOLSTER,HOLSTER,1
BOLSTER,BOASTER,1
BOLSTER,BOOSTER,1
AWNLESS,AWELESS,1
BRONCHI,BRONCHO,1
COUCHER,COACHER,1
COUCHER,COUGHER,1
COUCHER,COUCHED,1
ENATION,ELATION,1
TORTIVE,TORTILE,1
SOUFFLE,SNUFFLE,1
MALARIA,TALARIA,1
BILLION,PILLION,1
SPIRING,SPARING,1
ENTREAT,EXTREAT,1
ENTREAT,ENTHEAT,1
LANYARD,PANYARD,1
LANYARD,TANYARD,1
LANYARD,LANIARD,1
DARTOIC,DARTOID,1
MOBBISH,BOBBISH,1
MOBBISH,LOBBISH,1
GIANTLY,GIANTRY,1
DRABBET,DRABBER,1
CASTREL,COSTREL,1
CASTREL,CUSTREL,1
DROLLER,PROLLER,1
DROLLER,TROLLER,1
DROLLER,DRILLER,1
PENNANT,PENDANT,1
BITLESS,WITLESS,1
MILLING,BILLING,1
MILLING,DILLING,1
MILLING,FILLING,1
MILLING,HILLING,1
MILLING,KILLING,1
HEPTINE,HEPTANE,1
HEPTINE,HEPTENE,1
HEPTINE,HEPTONE,1
ELASTIC,CLASTIC,1
ELASTIC,PLASTIC,1
ELASTIC,ELASTIN,1
ELASTIN,PLASTIN,1
CHASSIS,CLASSIS,1
DULLISH,BULLISH,1
DULLISH,GULLISH,1
RESPITE,DESPITE,1
RESPITE,RESPIRE,1
PILEOUS,PALEOUS,1
PILEOUS,PICEOUS,1
OBLIGER,OBLIGOR,1
OBLIGER,OBLIGEE,1
VENTRAL,CENTRAL,1
HARMOST,FARMOST,1
CONTENT,CONCENT,1
CONTENT,CONSENT,1
CONTENT,CONVENT,1
CONTENT,CONTEST,1
CONTENT,CONTEXT,1
SHOTTED,SLOTTED,1
PROVECT,PROJECT,1
PROVECT,PROTECT,1
PROVECT,PROVENT,1
ARABISM,ARABIST,1
CRULLER,KRULLER,1
TOWLINE,BOWLINE,1
PICKLER,SICKLER,1
PICKLER,PICKEER,1
PICKLER,PICKLED,1
MINIKIN,FINIKIN,1
MINIKIN,MANIKIN,1
SHORING,SNORING,1
COOPERY,COOKERY,1
QUILLET,QUILLED,1
JOURNEY,TOURNEY,1
DEMOTIC,DEMONIC,1
LOBCOCK,LOGCOCK,1
TEGULAR,REGULAR,1
CATALAN,CATAIAN,1
MORNING,HORNING,1
MORNING,MORLING,1
MINEVER,MINIVER,1
JUDDOCK,PUDDOCK,1
JUDDOCK,RUDDOCK,1
VEERING,JEERING,1
RAPILLI,LAPILLI,1
MADDING,GADDING,1
MADDING,JADDING,1
MADDING,PADDING,1
MADDING,MIDDING,1
ACHOLIA,SCHOLIA,1
URGENCE,URGENCY,1
KILLING,BILLING,1
KILLING,DILLING,1
KILLING,FILLING,1
KILLING,HILLING,1
KILLING,KIDLING,1
KILLING,KITLING,1
SENIORY,SENSORY,1
PLAITER,PLASTER,1
PLAITER,PLATTER,1
PLAITER,PLAITED,1
REVISAL,DEVISAL,1
REVISAL,REVIVAL,1
SPERATE,OPERATE,1
SPERATE,SPERAGE,1
RHIZOMA,RHIZOME,1
SMUGGLE,SNUGGLE,1
PANSIED,PALSIED,1
ALKORAN,ALCORAN,1
BROTHER,BROTHEL,1
SPEIGHT,SPRIGHT,1
SEAWAND,SEAWARD,1
BOLTING,BELTING,1
BOLTING,BOOTING,1
BOLTING,BOLLING,1
MISDEED,MISDEEM,1
MONESIA,MONESIN,1
ARATION,ORATION,1
ARATION,ALATION,1
BELLING,TELLING,1
BELLING,BILLING,1
BELLING,BOLLING,1
BELLING,BELTING,1
SWALLOW,SHALLOW,1
CHALLIS,CHABLIS,1
PASQUIN,PASQUIL,1
POOLING,COOLING,1
POOLING,TOOLING,1
POOLING,POOPING,1
PHALLUS,THALLUS,1
PEACHER,POACHER,1
PEACHER,PERCHER,1
ETHYLIC,ETHYLIN,1
BOSSAGE,BOSCAGE,1
BOSSAGE,BOSKAGE,1
MERCURY,MERCERY,1
FEVERET,LEVERET,1
FOUNDER,BOUNDER,1
FOUNDER,ROUNDER,1
FOUNDER,SOUNDER,1
FOUNDER,WOUNDER,1
FOUNDER,FOULDER,1
UNITIZE,UNITIVE,1
GAZEFUL,MAZEFUL,1
GAZEFUL,GAMEFUL,1
OUTGAZE,OUTRAZE,1
OUTGAZE,OUTGATE,1
REVIVER,REVILER,1
REVIVER,REVISER,1
REVIVER,REVIVOR,1
PHASING,CHASING,1
VATICAL,VATICAN,1
METONIC,KETONIC,1
METONIC,MECONIC,1
METONIC,METOPIC,1
RENNING,RUNNING,1
INGROSS,INGRESS,1
DEPLANT,REPLANT,1
STABBER,SWABBER,1
STABBER,STABLER,1
DISGEST,DISGUST,1
LECTERN,LETTERN,1
LECTERN,LECTURN,1
THRIVEN,SHRIVEN,1
THRIVEN,THRIVER,1
PUDDLER,FUDDLER,1
PUDDLER,HUDDLER,1
PUDDLER,MUDDLER,1
PUDDLER,PADDLER,1
PUDDLER,PEDDLER,1
PUDDLER,PIDDLER,1
MOORISH,BOORISH,1
MOORISH,MOODISH,1
THRIVER,SHRIVER,1
PEASANT,PERSANT,1
CONUSOR,CONISOR,1
DOGWOOD,BOGWOOD,1
DOGWOOD,LOGWOOD,1
SLINGER,FLINGER,1
SLINGER,STINGER,1
SLINGER,SWINGER,1
BAFFLER,MAFFLER,1
BAFFLER,RAFFLER,1
SLEEVED,SLEAVED,1
SHELLED,STELLED,1
ADONIZE,AGONIZE,1
PORTMAN,POSTMAN,1
DESERVE,RESERVE,1
THEROID,THYROID,1
FRAYING,BRAYING,1
FRAYING,PRAYING,1
FRAYING,FRAMING,1
BUDDING,PUDDING,1
COVERER,HOVERER,1
COVERER,COHERER,1
COVERER,COVETER,1
COVERER,COVERED,1
DESPOND,RESPOND,1
DESPOND,DISPOND,1
DESPOND,DESPEND,1
ESSAYER,ASSAYER,1
CHARTER,CHATTER,1
INERTLY,INEPTLY,1
CHAFFER,CHAMFER,1
SCAUPER,SCAMPER,1
HUSKILY,DUSKILY,1
INFLAME,INFLATE,1
COMPOTE,COMMOTE,1
COMPOTE,COMPETE,1
COMPOTE,COMPUTE,1
COMPOTE,COMPONE,1
COMPOTE,COMPOSE,1
MISTFUL,MASTFUL,1
LEPROSE,BEPROSE,1
LEPROSE,LEPROSY,1
BOULDER,FOULDER,1
BOULDER,POULDER,1
BOULDER,BOUNDER,1
BOULDER,BOURDER,1
BOULDER,BOULTER,1
HURRIER,CURRIER,1
HURRIER,FURRIER,1
HURRIER,HARRIER,1
HURRIER,HURRIES,1
TUMULUS,CUMULUS,1
CLAMBER,CHAMBER,1
CLAMBER,CLIMBER,1
CLAMBER,CLUMBER,1
CLAMBER,CLABBER,1
CLAMBER,CLAMPER,1
CRINITE,ERINITE,1
SONGISH,LONGISH,1
APOROSE,APOROSA,1
INSTAMP,ENSTAMP,1
INFANTE,INFANTA,1
REPRIVE,REPREVE,1
REPRIVE,REPRISE,1
HORNIFY,HORRIFY,1
DIARCHY,DUARCHY,1
SLICKEN,SLACKEN,1
SLICKEN,SLICKER,1
PIGGISH,NIGGISH,1
PIGGISH,RIGGISH,1
CATLING,FATLING,1
