Word,Conversions,Hops
INVISIBLY,INVISIBLY INVISIBLE,2
INVISIBLE,INVISIBLE UNVISIBLE,2
PRORECTOR,PRORECTOR PROTECTOR,2
PRORECTOR,PRORECTOR PROTECTOR PROSECTOR,3
OVERNIGHT,OVERNIGHT OVERLIGHT OVERDIGHT,3
STRYCHNIA,STRYCHNIA STRYCHNIC,2
CARBONATE,CARBONATE CARBONITE,2
DEPULSION,DEPULSION DEMULSION REPULSION,3
UNDERKEEP,UNDERKEEP UNDERPEEP,2
MORTIFIED,MORTIFIED MORTIFIER,2
OVERSTROW,OVERSTROW OVERSTREW OVERSTRAW,3
SINISTRAD,SINISTRAD SINISTRAL,2
OBREPTION,OBREPTION ABREPTION,2
CORVORANT,CORVORANT CORMORANT,2
COMMORANT,COMMORANT CORMORANT,2
SECTORIAL,SECTORIAL TECTORIAL,2
RUSHINESS,RUSHINESS RUSTINESS,2
EVOLATION,EVOLATION EVOLUTION,2
REDUCTIVE,REDUCTIVE SEDUCTIVE,2
COTICULAR,COTICULAR CUTICULAR,2
DISPLAYED,DISPLAYED DISPLAYER,2
INTERMINE,INTERMINE INTERMISE,2
MISTEMPER,MISTEMPER DISTEMPER,2
WOUNDLESS,WOUNDLESS SOUNDLESS BOUNDLESS,3
INCENTIVE,INCENTIVE INCENSIVE INCEPTIVE INVENTIVE,4
BUTCHERLY,BUTCHERLY BOTCHERLY,2
ENCURTAIN,ENCURTAIN UNCURTAIN INCURTAIN,3
INSERTION,INSERTION INSECTION,2
TREATABLE,TREATABLE CREATABLE,2
CURLINESS,CURLINESS SURLINESS,2
GLYCERATE,GLYCERATE GLYCERITE,2
FULGURITE,FULGURITE FULGURATE,2
APPOINTOR,APPOINTOR APPOINTER,2
RUSTINESS,RUSTINESS MUSTINESS LUSTINESS FUSTINESS DUSTINESS,5
RUSTINESS,RUSTINESS MUSTINESS LUSTINESS,3
RUSTINESS,RUSTINESS MUSTINESS,2
MILESTONE,MILESTONE MILLSTONE TILESTONE,3
COMMENTER,COMMENTER COMMENDER,2
DEFECTION,DEFECTION DETECTION REFECTION,3
HOROMETER,HOROMETER HOLOMETER,2
TELEPHOTE,TELEPHOTE TELEPHONE,2
MAMMONISM,MAMMONISM MAMMONIST MAMMONISH,3
INDENTION,INDENTION INVENTION,2
LIGHTLESS,LIGHTLESS RIGHTLESS NIGHTLESS MIGHTLESS,4
LIGHTLESS,LIGHTLESS RIGHTLESS,2
DEPORTURE,DEPORTURE DEPARTURE,2
MONOMETER,MONOMETER MANOMETER TONOMETER SONOMETER,4
HOLOMETER,HOLOMETER HODOMETER HALOMETER,3
TEACHLESS,TEACHLESS REACHLESS,2
TRITORIUM,TRITORIUM TRITURIUM TRIFORIUM,3
CONFITURE,CONFITURE CONFIXURE CONFIGURE,3
INPATIENT,INPATIENT IMPATIENT,2
BISECTION,BISECTION BILECTION,2
GROSSBEAK,GROSSBEAK CROSSBEAK,2
SPACELESS,SPACELESS SPARELESS,2
PHENOLOGY,PHENOLOGY PHONOLOGY,2
INTERSECT,INTERSECT INTERSERT,2
CHANCEFUL,CHANCEFUL CHANGEFUL,2
PRECISION,PRECISION PREVISION,2
JERFALCON,JERFALCON GERFALCON,2
DUSTINESS,DUSTINESS DUSKINESS MUSTINESS LUSTINESS,4
DUSTINESS,DUSTINESS DUSKINESS MUSTINESS,3
SUPERHIVE,SUPERHIVE SUPERVIVE,2
TROTHLESS,TROTHLESS TRUTHLESS,2
PASTORAGE,PASTORAGE PASTORATE PASTORALE,3
STRIPLING,STRIPLING STRIPPING,2
PICROLITE,PICROLITE MICROLITE,2
FLUTTERER,FLUTTERER FLATTERER,2
PROTECTOR,PROTECTOR PROSECTOR,2
REFECTION,REFECTION REFACTION RESECTION,3
RABIDNESS,RABIDNESS RAPIDNESS,2
REFERMENT,REFERMENT DEFERMENT,2
PROPODIAL,PROPODIAL PROSODIAL,2
WALLOWISH,WALLOWISH WILLOWISH TALLOWISH SALLOWISH,4
WHEREUNTO,WHEREUNTO THEREUNTO,2
MIGHTLESS,MIGHTLESS RIGHTLESS,2
EPISTOLET,EPISTOLET EPISTOLER,2
POLLINATE,POLLINATE POLLICATE,2
LUSTINESS,LUSTINESS MUSTINESS,2
SERVITURE,SERVITURE SERVITUTE SERVITUDE,3
GRAPELESS,GRAPELESS GRAVELESS GRACELESS,3
SIPHONAGE,SIPHONAGE SIPHONATE,2
PHONOLOGY,PHONOLOGY PHOTOLOGY,2
CHATTERER,CHATTERER CHARTERER CLATTERER,3
DEFECTIVE,DEFECTIVE REFECTIVE,2
INAMORATA,INAMORATA INAMORATO INAMORATE,3
FLATTERER,FLATTERER CLATTERER,2
DEPARTURE,DEPARTURE DEPASTURE,2
