Word,Conversions,Hops
WAVELESS,WAVELESS WARELESS WIVELESS,3
WAVELESS,WAVELESS WARELESS,2
OVERMOST,OVERMOST OVERMAST,2
REFORGER,REFORGER REFORMER,2
KERATODE,KERATODE KERATOSE,2
SHELLING,SHELLING SHELVING SHEELING SHEALING,4
SHELLING,SHELLING SHELVING SHEELING,3
SHELLING,SHELLING SHELVING SHEELING SHEALING SHILLING,5
SHELLING,SHELLING SHELVING SHEELING SHEALING SHILLING SWELLING,6
RUMBLING,RUMBLING TUMBLING,2
FAINTISH,FAINTISH SAINTISH,2
MELILITE,MELILITE MELINITE,2
MANDMENT,MANDMENT MENDMENT,2
BARKLESS,BARKLESS BACKLESS,2
ACCEPTER,ACCEPTER ACCEPTOR,2
ENPIERCE,ENPIERCE ENFIERCE,2
SOLIDATE,SOLIDATE SOLIDARE,2
FOREWORD,FOREWORD FOREWORN,2
MOTATION,MOTATION MUTATION ROTATION,3
TRYSTING,TRYSTING TRUSTING,2
SPADEFUL,SPADEFUL SPAREFUL,2
BASELESS,BASELESS BASENESS BATELESS,3
ERUPTION,ERUPTION EREPTION,2
SPIRLING,SPIRLING SPURLING,2
SOCKLESS,SOCKLESS SICKLESS SACKLESS ROCKLESS LOCKLESS,5
SOCKLESS,SOCKLESS SICKLESS SACKLESS,3
STINKING,STINKING STICKING,2
SLOCKING,SLOCKING SLICKING STOCKING SHOCKING,4
POUNDING,POUNDING SOUNDING HOUNDING FOUNDING BOUNDING,5
POUNDING,POUNDING SOUNDING HOUNDING,3
POUNDING,POUNDING SOUNDING HOUNDING FOUNDING,4
NOVATION,NOVATION NOVATIAN NODATION,3
MERCHANT,MERCHANT MERCHAND PERCHANT,3
VERNACLE,VERNACLE VERNICLE BERNACLE,3
VERNACLE,VERNACLE VERNICLE,2
REDITION,REDITION DEDITION,2
SULPHINE,SULPHINE SULPHITE SULPHIDE,3
BOUNDING,BOUNDING SOUNDING HOUNDING,3
BOUNDING,BOUNDING SOUNDING HOUNDING FOUNDING,4
MYOSOTIS,MYOSOTIS MYOSITIS,2
PEDOLOGY,PEDOLOGY PENOLOGY,2
THRUSHEL,THRUSHEL THRUSHER,2
REPOLISH,REPOLISH DEPOLISH,2
MISLIKER,MISLIKER DISLIKER,2
DISCOUNT,DISCOUNT VISCOUNT,2
KALIFORM,KALIFORM PALIFORM,2
CONIFORM,CONIFORM BONIFORM,2
DEJECTED,DEJECTED DEJECTER,2
JINGLING,JINGLING KINGLING,2
GASOLIER,GASOLIER GASELIER GASALIER,3
FORESTER,FORESTER FORESEER,2
THROTTLE,THROTTLE THROSTLE,2
SPLENOID,SPLENOID SPHENOID,2
PINASTER,PINASTER PINKSTER PINGSTER,3
SPRINTER,SPRINTER SPLINTER,2
OVERCARE,OVERCARE OVERDARE,2
YEANLING,YEANLING YEARLING,2
SPARKFUL,SPARKFUL SPAREFUL,2
SALESMAN,SALESMAN TALESMAN DALESMAN,3
FADELESS,FADELESS FAMELESS,2
GATELESS,GATELESS GAMELESS SATELESS MATELESS,4
GATELESS,GATELESS GAMELESS SATELESS MATELESS DATELESS BATELESS,6
GATELESS,GATELESS GAMELESS SATELESS MATELESS DATELESS,5
BLOTLESS,BLOTLESS BOOTLESS,2
OVERFALL,OVERFALL OVERFULL,2
UNSWATHE,UNSWATHE INSWATHE,2
FORKLESS,FORKLESS FORMLESS FORDLESS,3
FORKLESS,FORKLESS FORMLESS,2
ANGULATE,ANGULATE ANNULATE,2
CALAMIST,CALAMIST CALAMINT,2
MANURIAL,MANURIAL MANUBIAL MANORIAL,3
OVERLIVE,OVERLIVE OVERLOVE,2
ELECTRO-,ELECTRO- ELECTRON,2
LIFELESS,LIFELESS WIFELESS,2
CHASIBLE,CHASIBLE CHASUBLE,2
PYRIFORM,PYRIFORM PURIFORM,2
TRACKMAN,TRACKMAN TRUCKMAN,2
HOUNDING,HOUNDING SOUNDING FOUNDING,3
LOSINGLY,LOSINGLY LOVINGLY,2
AUDITORY,AUDITORY ADDITORY,2
QUARTANE,QUARTANE QUARTINE QUARTENE,3
HOROLOGY,HOROLOGY HOMOLOGY,2
SPIRICLE,SPIRICLE SPIRACLE,2
TETRAGON,TETRAGON TETRADON,2
LIGHTFUL,LIGHTFUL SIGHTFUL,2
TURANIAN,TURANIAN TURONIAN,2
FORDLESS,FORDLESS FORMLESS,2
APPEALER,APPEALER APPEASER,2
REPEATER,REPEATER REPEALER,2
WINGLESS,WINGLESS WINELESS,2
DEFLOWER,DEFLOWER REFLOWER,2
CHLORITE,CHLORITE CHLORIDE CHLORATE,3
TRAMMING,TRAMMING TRIMMING,2
FETTLING,FETTLING SETTLING NETTLING,3
EREPTION,EREPTION ERECTION,2
TEEMLESS,TEEMLESS SEEMLESS,2
RENIFORM,RENIFORM RETIFORM,2
STICKING,STICKING STOCKING STACKING,3
FAMELESS,FAMELESS FUMELESS TAMELESS,3
PLIGHTER,PLIGHTER SLIGHTER,2
LIVINGLY,LIVINGLY LOVINGLY,2
WHIRLING,WHIRLING WHIMLING,2
WINELESS,WINELESS WIVELESS WITELESS WIRELESS,4
WINELESS,WINELESS WIVELESS WITELESS WIRELESS WIFELESS,5
WINELESS,WINELESS WIVELESS WITELESS WIRELESS WIFELESS FINELESS,6
WINELESS,WINELESS WIVELESS WITELESS,3
WINELESS,WINELESS WIVELESS,2
ELECTRON,ELECTRON ELECTION,2
WIRELESS,WIRELESS WIVELESS WITELESS WIFELESS,4
WIRELESS,WIRELESS WIVELESS WITELESS,3
WIRELESS,WIRELESS WIVELESS,2
WIRELESS,WIRELESS WIVELESS WITELESS WIFELESS WARELESS,5
WIRELESS,WIRELESS WIVELESS WITELESS WIFELESS WARELESS HIRELESS,6
POWLDRON,POWLDRON POULDRON,2
SHEALING,SHEALING SHEARING SHEADING SHEELING,4
SHEALING,SHEALING SHEARING,2
SHEALING,SHEALING SHEARING SHEADING,3
SAFENESS,SAFENESS SANENESS,2
HOMIFORM,HOMIFORM HAMIFORM,2
MIDDLING,MIDDLING MEDDLING RIDDLING,3
RINDLESS,RINDLESS KINDLESS,2
CEROLITE,CEROLITE KEROLITE,2
CEROLITE,CEROLITE KEROLITE AEROLITE,3
WITHWIND,WITHWIND WITHWINE,2
GUSTLESS,GUSTLESS RUSTLESS,2
HATCHING,HATCHING LATCHING CATCHING,3
WIFELESS,WIFELESS WIVELESS WITELESS,3
WIFELESS,WIFELESS WIVELESS,2
SHEETING,SHEETING SHEELING,2
STICCADO,STICCADO STOCCADO,2
LINIMENT,LINIMENT LENIMENT MINIMENT,3
ACICULAR,ACICULAR AVICULAR APICULAR,3
PRUNELLA,PRUNELLA PRUNELLO PRUNELLE,3
ROCKLING,ROCKLING RECKLING,2
WISHABLE,WISHABLE WASHABLE,2
LICENSEE,LICENSEE LICENSER LICENSED,3
OVERLATE,OVERLATE OVERLAVE OVERLADE,3
TUBEFORM,TUBEFORM TUBEWORM TUBIFORM,3
FLUORINE,FLUORINE FLUORITE,2
VERNICLE,VERNICLE VERTICLE,2
STALLING,STALLING STARLING,2
PRINTING,PRINTING POINTING,2
MATELESS,MATELESS SATELESS DATELESS BATELESS,4
MATELESS,MATELESS SATELESS DATELESS,3
DIURESIS,DIURESIS DIERESIS,2
SEDATION,SEDATION SUDATION,2
INFORMED,INFORMED INFORMER UNFORMED,3
FORELEND,FORELEND FORELAND FOREWEND,3
FORELEND,FORELEND FORELAND,2
SPLUTTER,SPLUTTER SPLITTER SPLATTER,3
COLUMBIC,COLUMBIC COLUMBIN,2
SEEDLESS,SEEDLESS SEEMLESS,2
SEEDLESS,SEEDLESS SEEMLESS WEEDLESS HEEDLESS DEEDLESS,5
SEEDLESS,SEEDLESS SEEMLESS WEEDLESS HEEDLESS,4
MELINITE,MELINITE MELENITE MELANITE,3
SYNONYMA,SYNONYMA SYNONYMY SYNONYME,3
FEATHERY,FEATHERY LEATHERY HEATHERY,3
FEATHERY,FEATHERY LEATHERY,2
GOODNESS,GOODNESS GOODLESS,2
GOODNESS,GOODNESS GOODLESS WOODNESS,3
TROUSERS,TROUSERS TROWSERS,2
ASSENTER,ASSENTER ABSENTER,2
BACKSTER,BACKSTER HACKSTER,2
PORTEGUE,PORTEGUE PORTIGUE PORTAGUE,3
MONIMENT,MONIMENT MUNIMENT MINIMENT,3
SHEARING,SHEARING SHEADING,2
STOCCADO,STOCCADO STOCCADE,2
INHUMATE,INHUMATE INFUMATE,2
SEMINATE,SEMINATE GEMINATE FEMINATE,3
SPIRACLE,SPIRACLE SPIRABLE,2
ACHOLOUS,ACHOLOUS ACHYLOUS ACHILOUS,3
HAMIFORM,HAMIFORM RAMIFORM,2
MUNGCORN,MUNGCORN MONGCORN,2
OVERSURE,OVERSURE OVERTURE,2
DESIGNER,DESIGNER RESIGNER,2
BATELESS,BATELESS BOTELESS SATELESS DATELESS,4
NETTLING,NETTLING NESTLING,2
EMBETTER,EMBETTER EMBITTER,2
OVERTIRE,OVERTIRE OVERTURE,2
SNARLING,SNARLING STARLING,2
VERTICIL,VERTICIL VERTICAL,2
DUMBNESS,DUMBNESS NUMBNESS,2
BROWNIST,BROWNIST BROWNISM,2
SHILLING,SHILLING SHIELING STILLING SKILLING,4
FOOTLESS,FOOTLESS ROOTLESS BOOTLESS,3
SWARTISH,SWARTISH STARTISH,2
RETARDER,RETARDER REWARDER REGARDER,3
UNLOOKED,UNLOOKED UNNOOKED,2
TUBIFORM,TUBIFORM RUBIFORM CUBIFORM,3
MUCIFORM,MUCIFORM NUCIFORM,2
OVERLOAD,OVERLOAD OVERLEAD,2
UNFLOWER,UNFLOWER ENFLOWER,2
DONATION,DONATION CONATION,2
SANTONIN,SANTONIN SANTONIC,2
SANTONIN,SANTONIN SANTONIC SYNTONIN,3
SUBVERSE,SUBVERSE SUBMERSE,2
CREASING,CREASING CREAKING,2
INCENSER,INCENSER INCENSED INCENSOR INCENTER,4
DEMONIAL,DEMONIAL DEMONIAN,2
EXECTION,EXECTION EXERTION ERECTION,3
EXECTION,EXECTION EXERTION ERECTION ELECTION,4
FASCIOLA,FASCIOLA FASCIOLE,2
ROMANISM,ROMANISM ROMANIST ROMANISH,3
COLATION,COLATION CONATION,2
SHAFFLER,SHAFFLER SHUFFLER,2
ERECTION,ERECTION ELECTION,2
OVERTURE,OVERTURE OVERTURN,2
PIPEWORT,PIPEWORT PILEWORT,2
PILEWORT,PILEWORT PILEWORM,2
WITELESS,WITELESS WIVELESS,2
HEATHERY,HEATHERY LEATHERY,2
BACKLESS,BACKLESS SACKLESS,2
WIVELESS,WIVELESS HIVELESS,2
PATULOUS,PATULOUS PAPULOUS,2
STARTISH,STARTISH STARFISH,2
WARELESS,WARELESS WARTLESS,2
BIOBLAST,BIOBLAST BIOPLAST,2
OVERWORD,OVERWORD OVERWORN,2
OVERLEAD,OVERLEAD OVERLEAP OVERREAD,3
RECLINED,RECLINED RECLINER,2
RECLINER,RECLINER DECLINER,2
HIRELESS,HIRELESS HIVELESS,2
EASEMENT,EASEMENT CASEMENT BASEMENT,3
LOVINGLY,LOVINGLY ROVINGLY MOVINGLY,3
CHAUDRON,CHAUDRON CHAWDRON,2
SPIRABLE,SPIRABLE SPERABLE SPARABLE,3
KEROLITE,KEROLITE AEROLITE,2
WIREWORK,WIREWORK FIREWORK,2
DEEDLESS,DEEDLESS WEEDLESS HEEDLESS,3
NESTLING,NESTLING WESTLING,2
RESIGNER,RESIGNER RESIGNEE,2
PRACTICO,PRACTICO PRACTICK,2
SODALITE,SODALITE SODALITY,2
OVERCROW,OVERCROW OVERBROW,2
PENDENCE,PENDENCE TENDENCE,2
ANGULOSE,ANGULOSE ANNULOSE,2
